county,zip,address,snapshot
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2018-11-17 14:30:54
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2018-11-17 14:30:54
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2018-11-17 14:30:54
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2018-11-17 14:30:54
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2018-01-31 16:30:31
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-01-31 16:30:31
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2018-01-31 16:30:31
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2018-01-31 16:30:31
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2018-01-31 16:30:31
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-01-31 16:30:31
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2018-01-31 16:30:31
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2018-01-31 16:30:31
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2018-01-31 16:30:31
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2018-01-31 16:30:31
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2018-01-31 16:30:31
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2018-01-31 16:30:31
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2018-01-31 16:30:31
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2018-01-31 16:30:31
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2018-01-31 16:30:31
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2018-01-31 16:30:31
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-01-31 16:30:31
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2018-01-31 16:30:31
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2018-01-31 16:30:31
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2018-01-31 16:30:31
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2018-01-31 16:30:31
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2018-01-31 16:30:31
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2018-01-31 16:30:31
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2018-01-31 16:30:31
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2018-01-31 16:30:31
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2018-01-31 16:30:31
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2018-01-31 16:30:31
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2018-01-31 16:30:31
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2018-01-31 16:30:31
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2018-01-31 16:30:31
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-01-31 16:30:31
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-01-31 16:30:31
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2018-01-31 16:30:31
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2018-01-31 16:30:31
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2018-01-31 16:30:31
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2018-01-31 16:30:31
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2018-01-31 16:30:31
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2018-01-31 16:30:31
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2018-01-31 16:30:31
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2018-01-31 16:30:31
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-01-31 16:30:31
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-01-31 16:30:31
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-01-31 16:30:31
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2018-01-31 16:30:31
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2018-01-31 16:30:31
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2018-01-31 16:30:31
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2018-01-31 16:30:31
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2018-01-31 16:30:31
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2018-01-31 16:30:31
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2018-01-31 16:30:31
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2018-01-31 16:30:31
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2018-01-31 16:30:31
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2018-01-31 16:30:31
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2018-01-31 16:30:31
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2018-01-31 16:30:31
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2018-01-31 16:30:31
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2018-01-31 16:30:31
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2018-01-31 16:30:31
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2018-01-31 16:30:31
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2018-01-31 16:30:31
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2018-01-31 16:30:31
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2018-01-31 16:30:31
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2018-01-31 16:30:31
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2018-01-31 16:30:31
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2018-01-31 16:30:31
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2018-01-31 16:30:31
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2018-01-31 16:30:31
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2018-01-31 16:30:31
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2018-01-31 16:30:31
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2018-01-31 16:30:31
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2018-01-31 16:30:31
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2018-01-31 16:30:31
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2018-01-31 16:30:31
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2018-01-31 16:30:31
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2018-01-31 16:30:31
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2018-01-31 16:30:31
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2018-01-31 16:30:31
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2018-01-31 16:30:31
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2018-01-31 16:30:31
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2018-01-31 16:30:31
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2018-01-31 16:30:31
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2018-01-31 16:30:31
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2018-01-31 16:30:31
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2018-01-31 16:30:31
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2018-01-31 16:30:31
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2018-01-31 16:30:31
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2018-01-31 16:30:31
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2018-01-31 16:30:31
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2018-01-31 16:30:31
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2018-01-31 16:30:31
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2018-01-31 16:30:31
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2018-01-31 16:30:31
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2018-01-31 16:30:31
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2018-01-31 16:30:31
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2018-01-31 16:30:31
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2018-01-31 16:30:31
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2018-01-31 16:30:31
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2018-01-31 16:30:31
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2018-01-31 16:30:31
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2018-01-31 16:30:31
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2019-01-08 01:06:12
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-01-08 01:06:12
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2019-01-08 01:06:12
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2019-01-08 01:06:12
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2019-01-08 01:06:12
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-01-08 01:06:12
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2019-01-08 01:06:12
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2019-01-08 01:06:12
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2019-01-08 01:06:12
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2019-01-08 01:06:12
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2019-01-08 01:06:12
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2019-01-08 01:06:12
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2019-01-08 01:06:12
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2019-01-08 01:06:12
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2019-01-08 01:06:12
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2019-01-08 01:06:12
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-01-08 01:06:12
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2019-01-08 01:06:12
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2019-01-08 01:06:12
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2019-01-08 01:06:12
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2019-01-08 01:06:12
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2019-01-08 01:06:12
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2019-01-08 01:06:12
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2019-01-08 01:06:12
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2019-01-08 01:06:12
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2019-01-08 01:06:12
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2019-01-08 01:06:12
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2019-01-08 01:06:12
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2019-01-08 01:06:12
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2019-01-08 01:06:12
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2019-01-08 01:06:12
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-01-08 01:06:12
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2019-01-08 01:06:12
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2019-01-08 01:06:12
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2019-01-08 01:06:12
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2019-01-08 01:06:12
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2019-01-08 01:06:12
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2019-01-08 01:06:12
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2019-01-08 01:06:12
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2019-01-08 01:06:12
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-01-08 01:06:12
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-01-08 01:06:12
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-01-08 01:06:12
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2019-01-08 01:06:12
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2019-01-08 01:06:12
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2019-01-08 01:06:12
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2019-01-08 01:06:12
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2019-01-08 01:06:12
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2019-01-08 01:06:12
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2019-01-08 01:06:12
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2019-01-08 01:06:12
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2019-01-08 01:06:12
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2019-01-08 01:06:12
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2019-01-08 01:06:12
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2019-01-08 01:06:12
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2019-01-08 01:06:12
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2019-01-08 01:06:12
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2019-01-08 01:06:12
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2019-01-08 01:06:12
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2019-01-08 01:06:12
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2019-01-08 01:06:12
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2019-01-08 01:06:12
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2019-01-08 01:06:12
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2019-01-08 01:06:12
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2019-01-08 01:06:12
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2019-01-08 01:06:12
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2019-01-08 01:06:12
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2019-01-08 01:06:12
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2019-01-08 01:06:12
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2019-01-08 01:06:12
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2019-01-08 01:06:12
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2019-01-08 01:06:12
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2019-01-08 01:06:12
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2019-01-08 01:06:12
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2019-01-08 01:06:12
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2019-01-08 01:06:12
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2019-01-08 01:06:12
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2019-01-08 01:06:12
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2019-01-08 01:06:12
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2019-01-08 01:06:12
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2019-01-08 01:06:12
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2019-01-08 01:06:12
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2019-01-08 01:06:12
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2019-01-08 01:06:12
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2019-01-08 01:06:12
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2019-01-08 01:06:12
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2019-01-08 01:06:12
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2019-01-08 01:06:12
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2019-01-08 01:06:12
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2019-01-08 01:06:12
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2019-01-08 01:06:12
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2019-01-08 01:06:12
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2019-01-08 01:06:12
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2019-01-08 01:06:12
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2019-01-08 01:06:12
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2019-01-08 01:06:12
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2019-01-08 01:06:12
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2019-01-08 01:06:12
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2019-01-08 01:06:12
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2019-01-08 01:06:12
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2017-05-02 06:07:25
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-05-02 06:07:25
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2017-05-02 06:07:25
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2017-05-02 06:07:25
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2017-05-02 06:07:25
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-05-02 06:07:25
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2017-05-02 06:07:25
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2017-05-02 06:07:25
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2017-05-02 06:07:25
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2017-05-02 06:07:25
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2017-05-02 06:07:25
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2017-05-02 06:07:25
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2017-05-02 06:07:25
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2017-05-02 06:07:25
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2017-05-02 06:07:25
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2017-05-02 06:07:25
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-05-02 06:07:25
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2017-05-02 06:07:25
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2017-05-02 06:07:25
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2017-05-02 06:07:25
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2017-05-02 06:07:25
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2017-05-02 06:07:25
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2017-05-02 06:07:25
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2017-05-02 06:07:25
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2017-05-02 06:07:25
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2017-05-02 06:07:25
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2017-05-02 06:07:25
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2017-05-02 06:07:25
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2017-05-02 06:07:25
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2017-05-02 06:07:25
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2017-05-02 06:07:25
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-05-02 06:07:25
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2017-05-02 06:07:25
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2017-05-02 06:07:25
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2017-05-02 06:07:25
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2017-05-02 06:07:25
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2017-05-02 06:07:25
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2017-05-02 06:07:25
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2017-05-02 06:07:25
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2017-05-02 06:07:25
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-05-02 06:07:25
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-05-02 06:07:25
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-05-02 06:07:25
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2017-05-02 06:07:25
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2017-05-02 06:07:25
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2017-05-02 06:07:25
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2017-05-02 06:07:25
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2017-05-02 06:07:25
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2017-05-02 06:07:25
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2017-05-02 06:07:25
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2017-05-02 06:07:25
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2017-05-02 06:07:25
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2017-05-02 06:07:25
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2017-05-02 06:07:25
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2017-05-02 06:07:25
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2017-05-02 06:07:25
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2017-05-02 06:07:25
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2017-05-02 06:07:25
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2017-05-02 06:07:25
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2017-05-02 06:07:25
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2017-05-02 06:07:25
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2017-05-02 06:07:25
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2017-05-02 06:07:25
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2017-05-02 06:07:25
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2017-05-02 06:07:25
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2017-05-02 06:07:25
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2017-05-02 06:07:25
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2017-05-02 06:07:25
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2017-05-02 06:07:25
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2017-05-02 06:07:25
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2017-05-02 06:07:25
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2017-05-02 06:07:25
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2017-05-02 06:07:25
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2017-05-02 06:07:25
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2017-05-02 06:07:25
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2017-05-02 06:07:25
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2017-05-02 06:07:25
