"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
3972020,397,2020,"AL0520900","AL0520900","","N","N",,"I","PRICEVILLE","PRICEVILLE PD DECATUR","Priceville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",3940,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MORGAN","Decatur, AL","Y","Y","Y"
4022020,402,2020,"AL0540000","AL0540000","","N","N",,"I","PICKENS","PICKENS CO SO CARROLLTON","Pickens","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",13092,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",9,10,19,1,12,13,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","PICKENS","Tuscaloosa, AL","Y","Y","Y"
4042020,404,2020,"AL0540200","AL0540200","","N","N",,"I","GORDO","GORDO PD","Gordo","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1600,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","PICKENS","Tuscaloosa, AL","Y","Y","Y"
4062020,406,2020,"AL0540400","AL0540400","","N","N",,"I","CARROLLTON","CARROLLTON PD","Carrollton","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",935,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","PICKENS","Tuscaloosa, AL","Y","Y","Y"
4122020,412,2020,"AL0550300","AL0550300","","N","N",,"I","TROY UNIVERSITY","TROY STATE UNIVERSITY CAMPUS POLICE TROY","Troy University","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","University or College",0,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",18,1,19,0,1,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","PIKE","Non-MSA","Y","Y","Y"
4152020,415,2020,"AL0560200","AL0560200","","N","N",,"I","WADLEY","WADLEY PD","Wadley","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",710,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","RANDOLPH","Non-MSA","Y","Y","Y"
4162020,416,2020,"AL0560300","AL0560300","","N","N",,"I","WEDOWEE","WEDOWEE PD","Wedowee","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",791,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,1,1,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","RANDOLPH","Non-MSA","Y","Y","Y"
4222020,422,2020,"AL0580200","AL0580200","","N","N",,"I","ASHVILLE","ASHVILLE PD","Ashville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2380,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","ST CLAIR","Birmingham-Hoover, AL","Y","Y","Y"
4282020,428,2020,"AL0580800","AL0580800","","N","N",,"I","MARGARET","MARGARET PD","Margaret","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",5222,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","ST CLAIR","Birmingham-Hoover, AL","Y","Y","Y"
4312020,431,2020,"AL0581200","AL0581200","","N","N",,"I","ARGO","ARGO POLICE DEPARTMENT","Argo","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",4377,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,1,0,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","JEFFERSON; ST CLAIR","Birmingham-Hoover, AL","Y","Y","Y"
4352020,435,2020,"AL0590300","AL0590300","","N","N",,"I","MONTEVALLO","MONTEVALLO PD","Montevallo","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",6784,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,0,16,0,4,4,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","SHELBY","Birmingham-Hoover, AL","Y","Y","Y"
4412020,441,2020,"AL0590900","AL0590900","","N","N",,"I","HARPERSVILLE","HARPERSVILLE PD","Harpersville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1734,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","SHELBY","Birmingham-Hoover, AL","Y","Y","Y"
4432020,443,2020,"AL0591100","AL0591100","","N","N",,"I","UNIVERSITY OF MONTEVALLO","UNIV OF MONTEVALLO CAMPUS POLICE MONTEVALLO","University of Montevallo","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","University or College",0,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,5,11,4,5,9,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","SHELBY","Birmingham-Hoover, AL","Y","Y","Y"
4572020,457,2020,"AL0620000","AL0620000","","N","N",,"I","TALLAPOOSA","SO DADEVILLE","Tallapoosa","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",18896,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",22,11,33,1,20,21,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","TALLAPOOSA","Non-MSA","Y","Y","Y"
4592020,459,2020,"AL0620200","AL0620200","","N","N",,"I","DADEVILLE","DADEVILLE PD","Dadeville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",3035,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,1,1,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","TALLAPOOSA","Non-MSA","Y","Y","Y"
4602020,460,2020,"AL0620300","AL0620300","","N","N",,"I","CAMP HILL","CAMP HILL PD","Camp Hill","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",944,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","TALLAPOOSA","Non-MSA","Y","Y","Y"
4632020,463,2020,"AL0620600","AL0620600","","N","N",,"I","NEW SITE","NEWSITE PD","New Site","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",759,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","TALLAPOOSA","Non-MSA","Y","Y","Y"
4722020,472,2020,"AL0640000","AL0640000","","N","N",,"I","WALKER","WALKER CO SO JASPER","Walker","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",39925,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",41,18,59,1,25,26,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WALKER","Non-MSA","Y","Y","Y"
4742020,474,2020,"AL0640200","AL0640200","","N","N",,"I","CARBON HILL","CARBON HILL PD","Carbon Hill","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1878,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WALKER","Non-MSA","Y","Y","Y"
4762020,476,2020,"AL0640400","AL0640400","","N","N",,"I","DORA","DORA PD","Dora","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1890,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,1,9,0,3,3,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WALKER","Non-MSA","Y","Y","Y"
4822020,482,2020,"AL0650000","AL0650000","","N","N",,"I","WASHINGTON","WASHINGTON CO SO CHATOM","Washington","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",14323,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",10,4,14,1,8,9,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WASHINGTON","Mobile, AL","Y","Y","Y"
4832020,483,2020,"AL0650100","AL0650100","","N","N",,"I","MCINTOSH","MCINTOSH PD","McIntosh","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",213,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WASHINGTON","Mobile, AL","Y","Y","Y"
4892020,489,2020,"AL0670000","AL0670000","","N","N",,"I","WINSTON","WINSTON CO SO DOUBLE SPRINGS","Winston","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",16775,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",10,8,18,0,11,11,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WINSTON","Non-MSA","Y","Y","Y"
4902020,490,2020,"AL0670100","AL0670100","","N","N",,"I","DOUBLE SPRINGS","DOUBLE SPRINGS PD","Double Springs","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1056,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WINSTON","Non-MSA","Y","Y","Y"
4932020,493,2020,"AL0670400","AL0670400","","N","N",,"I","ARLEY","ARLEY PD","Arley","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",344,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WINSTON","Non-MSA","Y","Y","Y"
4942020,494,2020,"AL0670500","AL0670500","","N","N",,"I","LYNN","TOWN OF LYNN POLICE DEPARTMENT","Lynn","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",633,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","WINSTON","Non-MSA","Y","Y","Y"
232152020,23215,2020,"AL0631400","AL0631400","","N","N",,"I","COALING","COALING","Coaling","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1663,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","TUSCALOOSA","Tuscaloosa, AL","Y","Y","Y"
253022020,25302,2020,"AL0630800","AL0630800","","N","N",,"I","BROOKWOOD","","Brookwood","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1851,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,,"N","TUSCALOOSA","Tuscaloosa, AL","Y","Y","Y"
262302020,26230,2020,"AL0014000","AL0014000","","N","N",,"I","LAWSON STATE COMMUNITY COLLEGE","","Lawson State Community College","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","University or College",0,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","JEFFERSON","Birmingham-Hoover, AL","Y","Y","Y"
